step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,False,,
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,False,,
15.0,0,0.0,0.0,12.165431309433188,0,0.0,0.9071830117986697,0,0.0,False,,
20.0,0,0.0,0.0,13.316714280616935,0,0.0,0.9917141466055719,0,0.0,False,,
25.0,0,0.0,0.0,13.290499843465142,0,0.0,0.9900770060081907,0,0.0,False,,
30.0,0,0.0,0.0,12.945866120463222,0,0.0,0.8985047523417116,0,0.0,False,,
35.0,0,0.0,0.0,13.389689362104505,0,0.0,0.9244550457422577,0,0.0,False,,
40.0,0,0.0,0.0,13.80367176239184,0,0.0,0.9778513627842959,0,0.0,False,,
45.0,0,0.0,0.0,13.638073960822005,0,0.0,0.9589626010102351,0,0.0,False,,
50.0,0,0.0,0.0,13.944068884871657,0,0.0,0.9799297933326147,0,0.0,False,,
55.0,0,0.0,0.0,13.259827596969835,0,0.0,0.9312602643003355,0,0.0,False,,
60.0,0,0.0,0.0,13.450510581900648,0,0.0,0.9626169530911197,0,0.0,False,,
65.0,0,0.0,0.0,13.57037512650225,0,0.0,0.9593241306390317,0,0.0,False,,
70.0,0,0.0,0.0,12.767726203679961,0,0.0,0.8951842759808833,0,0.0,False,,
75.0,2,7.0,0.5,10.789056089342976,2,7.0,0.7624351382204869,2,7.0,False,,
80.0,2,12.0,0.8571428571428571,11.050916840465332,2,20.0,0.7807365400732657,2,20.0,False,,
85.0,2,22.0,1.375,11.158784312889763,2,22.0,0.8249664439455484,2,22.0,False,,
90.0,2,32.0,2.0,11.68409567586939,2,32.0,0.836332288900636,2,32.0,False,,
95.0,2,42.0,2.1,11.769819869035585,2,42.0,0.8334229009449526,2,42.0,False,,
100.0,3,54.0,2.25,11.571805318019576,3,54.0,0.7975849579385546,3,54.0,False,,
105.0,3,69.0,2.5555555555555554,11.523049883630566,3,69.0,0.7945095093014234,3,69.0,False,,
110.0,4,89.0,3.0689655172413794,11.493441907198752,4,89.0,0.7906573882057191,4,89.0,False,,
115.0,7,115.0,3.9655172413793105,10.130547903930681,7,115.0,0.6839449293645233,7,115.0,False,,
120.0,4,32.0,1.0666666666666667,10.181462993830618,4,150.0,0.6941142353138191,4,150.0,False,,
125.0,4,44.0,1.2941176470588236,10.206492679976137,4,44.0,0.7761637383341047,4,44.0,False,,
130.0,5,65.0,1.8571428571428572,10.701514462727678,5,65.0,0.7757038058365265,5,65.0,False,,
135.0,5,90.0,2.3684210526315788,11.47916589534174,5,90.0,0.791383064413154,5,90.0,False,,
140.0,4,104.0,2.5365853658536586,11.707476533919246,4,115.0,0.7838656892552561,4,115.0,False,,
145.0,4,124.0,2.9523809523809526,11.547045808842169,4,124.0,0.8025129731974121,4,124.0,False,,
150.0,3,76.0,1.7272727272727273,11.115814468961913,3,147.0,0.7615431587978572,3,147.0,False,,
155.0,3,50.0,1.1111111111111112,11.384933437114938,3,50.0,0.8563048962040058,3,50.0,False,,
160.0,4,66.0,1.2692307692307692,10.906749324804297,4,70.0,0.7627598747861407,4,70.0,False,,
165.0,8,96.0,1.7454545454545454,11.03778997830197,8,96.0,0.7528730101292729,8,96.0,False,,
170.0,7,80.0,1.3793103448275863,11.457263332934268,7,135.0,0.771394268739608,7,135.0,False,,
175.0,6,79.0,1.253968253968254,11.199658966372995,6,86.0,0.7715404565084709,6,86.0,False,,
180.0,9,96.0,1.4328358208955223,11.06197711322844,9,128.0,0.7544372647434101,9,128.0,False,,
185.0,10,142.0,2.0579710144927534,10.773242407937541,10,149.0,0.7317613876682811,10,149.0,False,,
190.0,13,205.0,2.7333333333333334,10.761448672215892,13,212.0,0.733569481808602,13,212.0,False,,
195.0,9,121.0,1.5512820512820513,10.652278462326239,9,276.0,0.7285900140619411,9,276.0,False,,
200.0,8,96.0,1.2,10.54754240427718,8,103.0,0.8016498000959268,8,103.0,False,,
205.0,5,44.0,0.5569620253164557,10.94298008173626,5,141.0,0.8092223812403306,5,141.0,False,,
210.0,4,46.0,0.5897435897435898,11.20831750401689,4,67.0,0.8563752207743471,4,67.0,False,,
215.0,6,55.0,0.6626506024096386,10.879429225576441,6,101.0,0.7752095277859051,6,101.0,False,,
220.0,11,98.0,1.0888888888888888,10.821104927019574,11,119.0,0.77148322468861,11,119.0,False,,
225.0,13,163.0,1.7717391304347827,11.0472605392312,13,184.0,0.7723383728813754,13,184.0,False,,
230.0,16,235.0,2.3979591836734695,10.467746299936435,16,257.0,0.7053102524840081,16,257.0,False,,
235.0,21,333.0,3.201923076923077,9.967693298461443,21,354.0,0.6675690900806069,21,354.0,False,,
240.0,24,448.0,4.072727272727272,9.582763774699705,24,475.0,0.6310289126908298,24,475.0,False,,
245.0,29,583.0,5.252252252252252,9.28732468674283,29,604.0,0.6184781114734609,29,604.0,False,,
250.0,31,665.0,5.635593220338983,9.333548356739167,31,757.0,0.6112482849406721,31,757.0,False,,
255.0,34,782.0,6.571428571428571,9.173750005158183,34,796.0,0.5920297261176538,34,796.0,False,,
260.0,36,951.0,7.608,9.094938590515547,36,976.0,0.5808050255464314,36,976.0,False,,
265.0,39,1138.0,9.17741935483871,8.590781980249346,39,1152.0,0.5625130818722305,39,1152.0,False,,
270.0,44,1344.0,10.838709677419354,8.063364362873267,44,1365.0,0.5262057515982772,44,1365.0,False,,
275.0,49,1578.0,12.045801526717558,7.847245074517063,49,1592.0,0.514018562114071,49,1592.0,False,,
280.0,54,1837.0,13.916666666666666,7.490835513812845,54,1851.0,0.4850175431703988,54,1851.0,False,,
285.0,62,2129.0,15.316546762589928,7.323923092450975,62,2143.0,0.47187882252060137,62,2143.0,False,,
290.0,58,1989.0,13.717241379310344,7.211084716817079,58,2451.0,0.4665194860156182,58,2451.0,False,,
295.0,34,633.0,4.248322147651007,7.320504320625859,34,1945.0,0.4902711889182998,34,1945.0,False,,
300.0,21,223.0,1.448051948051948,7.356485074227171,21,2085.0,0.4747267684789805,21,2085.0,False,,
305.0,30,153.0,0.9870967741935484,7.530595850225001,30,1879.0,0.5005471695158178,30,1879.0,False,,
310.0,50,361.0,2.2848101265822787,7.7202626755734824,50,2042.0,0.48603513225170314,50,2042.0,False,,
315.0,61,644.0,4.025,7.846714326692296,61,2302.0,0.4591710957138801,61,2302.0,False,,
320.0,64,958.0,5.91358024691358,7.720179654363852,64,2616.0,0.42505869744483354,64,2616.0,False,,
325.0,66,1143.0,6.844311377245509,7.5228886226474865,66,2753.0,0.4125723898887138,66,2753.0,False,,
330.0,43,696.0,4.118343195266272,7.570426666867349,43,2187.0,0.43552965595196347,43,2187.0,False,,
335.0,21,300.0,1.675977653631285,8.493533945256848,21,1755.0,0.5183819197238332,21,1755.0,False,,
340.0,12,207.0,1.1129032258064515,9.53082866984882,12,1174.0,0.6007080243696075,12,1174.0,False,,
345.0,17,280.0,1.450777202072539,10.55429149323357,17,712.0,0.6571919093147663,17,712.0,False,,
350.0,27,375.0,1.875,10.448424302499507,27,816.0,0.6059929686591112,27,816.0,False,,
355.0,46,570.0,2.766990291262136,9.766185708381217,46,1002.0,0.5297700715943436,46,1002.0,False,,
360.0,53,680.0,3.3333333333333335,9.299815601208875,53,1268.0,0.5046210753318886,53,1268.0,False,,
365.0,44,729.0,3.438679245283019,9.478747502726891,44,1241.0,0.5645443496897502,44,1241.0,False,,
370.0,44,827.0,4.014563106796117,9.381631337786164,44,1465.0,0.5608833931868421,44,1465.0,False,,
375.0,23,430.0,2.128712871287129,9.481310022132234,23,1123.0,0.5982128953197507,23,1123.0,False,,
380.0,23,410.0,2.0,9.609699887094038,23,1231.0,0.5747636647260553,23,1231.0,False,,
385.0,30,455.0,2.1666666666666665,9.417637874858487,30,1242.0,0.5607320472665376,30,1242.0,False,,
390.0,46,661.0,3.132701421800948,9.122910807613488,46,1370.0,0.5365513924187787,46,1370.0,False,,
395.0,55,922.0,4.349056603773585,9.113828559767887,55,1614.0,0.526709176976603,55,1614.0,False,,
400.0,61,1216.0,5.990147783251231,8.995619172870922,61,1908.0,0.5100265566513739,61,1908.0,False,,
405.0,60,1377.0,6.783251231527093,8.824686284910928,60,2222.0,0.5034036431035792,60,2222.0,False,,
410.0,36,931.0,4.655,8.729752042159605,36,1831.0,0.5305074274403194,36,1831.0,False,,
415.0,34,722.0,3.61,8.481056868460405,34,1989.0,0.4925647888143599,34,1989.0,False,,
420.0,44,800.0,3.864734299516908,8.283719568616181,44,2166.0,0.46773017405374406,44,2166.0,False,,
425.0,57,1011.0,4.724299065420561,8.015387482784185,57,2438.0,0.4538416307468226,57,2438.0,False,,
430.0,70,1310.0,6.121495327102804,8.13380575476011,70,2690.0,0.49011190736432153,70,2690.0,False,,
435.0,74,1577.0,7.0088888888888885,8.133118769726481,74,3060.0,0.49234529179889686,74,3060.0,False,,
440.0,53,1359.0,5.8076923076923075,8.134664123288223,53,2700.0,0.509406633588919,53,2700.0,False,,
445.0,40,1209.0,5.14468085106383,8.449654185540275,40,2552.0,0.5421371283767993,40,2552.0,False,,
450.0,42,1183.0,4.908713692946058,8.49710538772838,42,2754.0,0.5429418213881877,42,2754.0,False,,
455.0,46,1246.0,5.10655737704918,8.429410910546935,46,2839.0,0.5491215320613947,46,2839.0,False,,
460.0,68,1479.0,5.963709677419355,8.252339001635958,68,3097.0,0.5218053810468435,68,3097.0,False,,
465.0,55,1498.0,5.92094861660079,8.509759410704868,55,2865.0,0.5458337494202755,55,2865.0,False,,
470.0,48,1523.0,5.857692307692307,8.4108809986052,48,3099.0,0.5270793146298158,48,3099.0,False,,
475.0,51,1577.0,5.840740740740741,8.482044270137408,51,3199.0,0.5439113256459102,51,3199.0,False,,
480.0,65,1857.0,6.608540925266904,8.729063901145688,65,3416.0,0.5575108639350845,65,3416.0,False,,
485.0,81,2141.0,7.332191780821918,8.53255246340283,81,3793.0,0.5250706632619461,81,3793.0,False,,
490.0,73,2125.0,7.203389830508475,8.3260925676706,73,3636.0,0.5090939158421248,73,3636.0,False,,
495.0,69,2123.0,7.1003344481605355,7.883823645299797,69,3978.0,0.46933111097716623,69,3978.0,False,,
