step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
1135.0,15,738.0,18.923076923076923,4.657462374045979,15,871.0,0.22976252570679265,15,871.0,False,,
1140.0,16,780.0,22.285714285714285,4.159078744963855,16,840.0,0.17222297575461182,16,840.0,False,,
1145.0,18,829.0,20.725,4.207809444545095,18,904.0,0.20098262580362633,18,904.0,False,,
1150.0,16,886.0,23.945945945945947,4.866998622600129,16,959.0,0.19911591438267448,16,959.0,False,,
1155.0,16,872.0,19.377777777777776,5.643828576539583,16,992.0,0.3330523999265899,16,992.0,False,,
1160.0,21,967.0,24.175,4.8720927638600156,21,1045.0,0.2942071800660993,21,1045.0,False,,
1165.0,21,1021.0,22.195652173913043,3.9123106603210895,21,1118.0,0.20643110297985684,21,1118.0,False,,
1170.0,23,1103.0,25.651162790697676,4.125926971272336,23,1184.0,0.1687323284289059,23,1184.0,False,,
1175.0,22,1201.0,26.108695652173914,5.350235521099135,22,1258.0,0.18218862278396278,22,1258.0,False,,
1180.0,18,1110.0,25.813953488372093,5.14305413300834,18,1268.0,0.21257779855288703,18,1268.0,False,,
1185.0,15,1110.0,26.428571428571427,5.462767710130604,15,1207.0,0.2519150555810286,15,1207.0,False,,
1190.0,19,1176.0,26.133333333333333,4.885918536385087,19,1250.0,0.2609180144744288,19,1250.0,False,,
1195.0,19,1254.0,28.5,5.598760133315225,19,1322.0,0.2802317883658078,19,1322.0,False,,
1200.0,15,271.0,6.4523809523809526,4.663064697138883,15,909.0,0.21625818827369295,15,909.0,False,,
1205.0,21,285.0,6.951219512195122,4.169283473991216,21,429.0,0.1844933351305451,21,429.0,False,,
1210.0,22,365.0,8.69047619047619,3.693220748591774,22,517.0,0.14126299975929224,22,517.0,False,,
1215.0,22,446.0,10.619047619047619,4.4337785447125455,22,601.0,0.19873601720260292,22,601.0,False,,
1220.0,17,363.0,8.642857142857142,4.050608772754247,17,606.0,0.16965150067273319,17,606.0,False,,
1225.0,17,386.0,9.19047619047619,4.914841721575549,17,557.0,0.3031056522850114,17,557.0,False,,
