step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,13.176354279297762,0,0.0,0.9142515046406915,0,0.0,False,,
10.0,0,0.0,0.0,12.618042891609393,0,0.0,0.8681789832429385,0,0.0,False,,
15.0,2,3.0,0.16666666666666666,6.227452906066505,2,3.0,0.40735021104064567,2,3.0,False,,
20.0,7,33.0,1.8333333333333333,8.06220006463496,7,33.0,0.43081501500774266,7,33.0,False,,
25.0,10,72.0,3.272727272727273,5.683587354517294,10,72.0,0.3285107216623966,10,72.0,False,,
30.0,7,77.0,4.052631578947368,4.67365717682929,7,99.0,0.3440750467307141,7,99.0,False,,
35.0,6,104.0,4.521739130434782,7.270304047686471,6,104.0,0.38499339755919443,6,104.0,False,,
40.0,4,53.0,1.8275862068965518,8.806478909822086,4,85.0,0.5024319475287875,4,85.0,False,,
45.0,7,80.0,2.6666666666666665,8.609205537079252,7,80.0,0.4669443716720217,7,80.0,False,,
50.0,6,79.0,2.925925925925926,6.342767348461353,6,99.0,0.31707929651466876,6,99.0,False,,
55.0,8,112.0,4.0,7.481882046201784,8,117.0,0.3840665430553176,8,117.0,False,,
60.0,6,131.0,5.24,7.269001046756415,6,131.0,0.3176224670596294,6,131.0,False,,
65.0,9,174.0,6.96,6.840362462100256,9,174.0,0.3576350511104059,9,174.0,False,,
70.0,7,193.0,8.391304347826088,6.291464904073236,7,203.0,0.3426078650605688,7,203.0,False,,
75.0,8,223.0,7.193548387096774,8.060502884613147,8,225.0,0.5199879031823982,8,225.0,False,,
80.0,6,149.0,4.806451612903226,8.42598095623375,6,205.0,0.5164400810340753,6,205.0,False,,
85.0,9,190.0,5.757575757575758,7.09925639748793,9,192.0,0.37961072759436587,9,192.0,False,,
90.0,11,209.0,6.966666666666667,6.211395616949889,11,233.0,0.28568982949879607,11,233.0,False,,
95.0,10,251.0,8.655172413793103,6.136111012784481,10,258.0,0.2955841282695954,10,258.0,False,,
100.0,12,308.0,10.266666666666667,7.959351108086364,12,308.0,0.33638771743973106,12,308.0,False,,
105.0,12,368.0,12.689655172413794,7.009214830605951,12,368.0,0.3096397288738569,12,368.0,False,,
110.0,8,285.0,9.5,7.347116933104354,8,355.0,0.43527861442089366,8,355.0,False,,
115.0,6,310.0,10.333333333333334,9.035959474500599,6,315.0,0.5553741165362436,6,315.0,False,,
120.0,9,345.0,12.321428571428571,7.57111945186689,9,345.0,0.3702062352154178,9,345.0,False,,
125.0,10,383.0,13.678571428571429,6.227097447421195,10,390.0,0.3258744549024958,10,390.0,False,,
130.0,11,438.0,16.846153846153847,6.956845348455475,11,438.0,0.3587292829957371,11,438.0,False,,
135.0,9,156.0,5.379310344827586,7.1627124873459636,9,252.0,0.35301198922228216,9,252.0,False,,
140.0,12,210.0,7.777777777777778,6.625768139622183,12,210.0,0.2873158377604454,12,210.0,False,,
145.0,13,274.0,9.448275862068966,5.4051372261164925,13,274.0,0.2916133895417905,13,274.0,False,,
150.0,14,157.0,4.90625,5.916010594953078,14,265.0,0.39543890643858864,14,265.0,False,,
155.0,13,194.0,6.258064516129032,5.187142248042391,13,222.0,0.28479766608618773,13,222.0,False,,
160.0,15,163.0,4.405405405405405,4.752660542719746,15,225.0,0.21818159752573352,15,225.0,False,,
165.0,12,192.0,5.485714285714286,5.574690735182908,12,228.0,0.20402680823444252,12,228.0,False,,
170.0,13,253.0,7.027777777777778,7.440852476046165,13,253.0,0.3257439832282985,13,253.0,False,,
175.0,10,112.0,3.6129032258064515,6.128435110145741,10,226.0,0.26789165602764337,10,226.0,False,,
180.0,11,131.0,4.225806451612903,6.1912418628044215,11,160.0,0.267081769329342,11,160.0,False,,
185.0,9,146.0,4.294117647058823,5.9217357884791175,9,183.0,0.2950951886948659,9,183.0,False,,
190.0,9,180.0,5.142857142857143,7.523506518531049,9,195.0,0.4003919680264829,9,195.0,False,,
195.0,11,231.0,7.0,7.214370482912377,11,243.0,0.2767514375977126,11,243.0,False,,
200.0,10,170.0,5.3125,6.125186156846347,10,227.0,0.2930214022730358,10,227.0,False,,
205.0,13,222.0,8.222222222222221,5.543293630280077,13,237.0,0.2880985323510939,13,237.0,False,,
210.0,11,256.0,8.258064516129032,5.6504585330248975,11,282.0,0.2684812380222354,11,282.0,False,,
215.0,11,311.0,11.107142857142858,6.731390703033336,11,326.0,0.3036901737954736,11,326.0,False,,
220.0,13,373.0,10.08108108108108,8.445194424370253,13,388.0,0.44409820495041885,13,388.0,False,,
225.0,7,208.0,6.5,8.137408568303554,7,351.0,0.4842167330869485,7,351.0,False,,
230.0,7,173.0,5.40625,6.780921057877593,7,233.0,0.40566033650031663,7,233.0,False,,
235.0,11,218.0,7.032258064516129,5.940219854013824,11,257.0,0.2879214007082246,11,257.0,False,,
240.0,15,287.0,9.258064516129032,5.822526079126201,15,326.0,0.23237264907979308,15,326.0,False,,
245.0,12,158.0,5.266666666666667,6.008629871117815,12,226.0,0.2804256950197335,12,226.0,False,,
250.0,13,223.0,7.433333333333334,5.563133067356847,13,262.0,0.2599900997617491,13,262.0,False,,
255.0,14,283.0,8.575757575757576,5.920881005662417,14,324.0,0.34120945501946526,14,324.0,False,,
260.0,14,353.0,10.696969696969697,6.518911496933416,14,392.0,0.36131021637410987,14,392.0,False,,
265.0,17,429.0,12.257142857142858,6.047545003712589,17,468.0,0.26962148639276756,17,468.0,False,,
270.0,14,315.0,9.0,5.729209832361595,14,456.0,0.30312286593645466,14,456.0,False,,
275.0,12,286.0,9.533333333333333,4.956168184303886,12,356.0,0.25044940507620944,12,356.0,False,,
280.0,10,75.0,2.0833333333333335,5.0473673980045,10,296.0,0.26874092286029966,10,296.0,False,,
285.0,14,92.0,2.6285714285714286,6.488940574021905,14,202.0,0.29451953864141794,14,202.0,False,,
290.0,13,89.0,2.225,6.28748718288926,13,242.0,0.34236796092063815,13,242.0,False,,
295.0,11,125.0,3.3783783783783785,7.772734843995389,11,258.0,0.45698896567288844,11,258.0,False,,
300.0,7,65.0,1.7567567567567568,6.065790723582407,7,210.0,0.26640594855966854,7,210.0,False,,
305.0,14,87.0,2.4166666666666665,6.030620663877979,14,169.0,0.2869355186401232,14,169.0,False,,
310.0,11,122.0,3.4857142857142858,5.499770232452958,11,203.0,0.22508130831088302,11,203.0,False,,
315.0,12,169.0,4.694444444444445,6.585612000917972,12,235.0,0.30052047219874867,12,235.0,False,,
320.0,10,91.0,2.757575757575758,5.907348396585867,10,201.0,0.26072566587660617,10,201.0,False,,
325.0,15,130.0,3.7142857142857144,6.139614598960148,15,167.0,0.31807779854543156,15,167.0,False,,
330.0,13,157.0,4.617647058823529,5.62957792460984,13,217.0,0.2860035943543376,13,217.0,False,,
335.0,9,183.0,5.382352941176471,6.834277661746337,9,230.0,0.3724388295365078,9,230.0,False,,
